"Break","Forecast For","Collected At","Days Out","Predicted Rating","Latest Rating","Absolute Error","Previous Rating","Rating Change"
"Scripps Pier",2026-05-04 02:00:00,2026-05-01 08:00:00,2.8,1.29,1.29,0,1.28,0.01
"Scripps Pier",2026-05-04 03:00:00,2026-04-27,7.1,1.12,1.24,0.12,NA,NA
"Scripps Pier",2026-05-04 03:00:00,2026-04-28 01:00:00,6.1,1.32,1.24,0.08,1.12,0.2
"Scripps Pier",2026-05-04 03:00:00,2026-04-29 01:00:00,5.1,1.48,1.24,0.24,1.32,0.16
"Scripps Pier",2026-05-04 03:00:00,2026-04-30 03:00:00,4,1.48,1.24,0.24,1.48,0
"Scripps Pier",2026-05-04 03:00:00,2026-05-01 01:00:00,3.1,1.27,1.24,0.03,1.48,-0.21
"Scripps Pier",2026-05-04 03:00:00,2026-05-01 08:00:00,2.8,1.24,1.24,0,1.27,-0.03
"Scripps Pier",2026-05-04 04:00:00,2026-04-27,7.2,1.12,1.19,0.07,NA,NA
"Scripps Pier",2026-05-04 04:00:00,2026-04-28 01:00:00,6.1,1.33,1.19,0.14,1.12,0.21
"Scripps Pier",2026-05-04 04:00:00,2026-04-29 01:00:00,5.1,1.55,1.19,0.36,1.33,0.22
"Scripps Pier",2026-05-04 04:00:00,2026-04-30 03:00:00,4,1.45,1.19,0.26,1.55,-0.1
"Scripps Pier",2026-05-04 04:00:00,2026-05-01 01:00:00,3.1,1.19,1.19,0,1.45,-0.26
"Scripps Pier",2026-05-04 04:00:00,2026-05-01 08:00:00,2.8,1.19,1.19,0,1.19,0
"Scripps Pier",2026-05-04 05:00:00,2026-04-27,7.2,1.16,1.3,0.14,NA,NA
"Scripps Pier",2026-05-04 05:00:00,2026-04-28 01:00:00,6.2,1.31,1.3,0.01,1.16,0.15
"Scripps Pier",2026-05-04 05:00:00,2026-04-29 01:00:00,5.2,1.44,1.3,0.14,1.31,0.13
"Scripps Pier",2026-05-04 05:00:00,2026-04-30 03:00:00,4.1,1.36,1.3,0.06,1.44,-0.08
"Scripps Pier",2026-05-04 05:00:00,2026-05-01 01:00:00,3.2,1.3,1.3,0,1.36,-0.06
"Scripps Pier",2026-05-04 05:00:00,2026-05-01 08:00:00,2.9,1.3,1.3,0,1.3,0
"Scripps Pier",2026-05-04 06:00:00,2026-04-27,7.3,1.14,1.36,0.22,NA,NA
"Scripps Pier",2026-05-04 06:00:00,2026-04-28 01:00:00,6.2,1.37,1.36,0.01,1.14,0.23
"Scripps Pier",2026-05-04 06:00:00,2026-04-29 01:00:00,5.2,1.47,1.36,0.11,1.37,0.1
"Scripps Pier",2026-05-04 06:00:00,2026-04-30 03:00:00,4.1,1.33,1.36,0.03,1.47,-0.14
"Scripps Pier",2026-05-04 06:00:00,2026-05-01 01:00:00,3.2,1.35,1.36,0.01,1.33,0.02
"Scripps Pier",2026-05-04 06:00:00,2026-05-01 08:00:00,2.9,1.36,1.36,0,1.35,0.01
"Scripps Pier",2026-05-04 07:00:00,2026-04-28 01:00:00,6.3,1.51,1.44,0.07,NA,NA
"Scripps Pier",2026-05-04 07:00:00,2026-04-29 01:00:00,5.3,1.64,1.44,0.2,1.51,0.13
"Scripps Pier",2026-05-04 07:00:00,2026-04-30 03:00:00,4.2,1.46,1.44,0.02,1.64,-0.18
"Scripps Pier",2026-05-04 07:00:00,2026-05-01 01:00:00,3.3,1.45,1.44,0.01,1.46,-0.01
"Scripps Pier",2026-05-04 07:00:00,2026-05-01 08:00:00,3,1.44,1.44,0,1.45,-0.01
"Scripps Pier",2026-05-04 08:00:00,2026-04-28 01:00:00,6.3,1.44,1.47,0.03,NA,NA
"Scripps Pier",2026-05-04 08:00:00,2026-04-29 01:00:00,5.3,1.68,1.47,0.21,1.44,0.24
"Scripps Pier",2026-05-04 08:00:00,2026-04-30 03:00:00,4.2,1.52,1.47,0.05,1.68,-0.16
"Scripps Pier",2026-05-04 08:00:00,2026-05-01 01:00:00,3.3,1.54,1.47,0.07,1.52,0.02
"Scripps Pier",2026-05-04 08:00:00,2026-05-01 08:00:00,3,1.47,1.47,0,1.54,-0.07
"Scripps Pier",2026-05-04 09:00:00,2026-04-28 01:00:00,6.3,1.44,1.51,0.07,NA,NA
"Scripps Pier",2026-05-04 09:00:00,2026-04-29 01:00:00,5.3,1.66,1.51,0.15,1.44,0.22
"Scripps Pier",2026-05-04 09:00:00,2026-04-30 03:00:00,4.3,1.5,1.51,0.01,1.66,-0.16
"Scripps Pier",2026-05-04 09:00:00,2026-05-01 01:00:00,3.3,1.54,1.51,0.03,1.5,0.04
"Scripps Pier",2026-05-04 09:00:00,2026-05-01 08:00:00,3,1.51,1.51,0,1.54,-0.03
"Scripps Pier",2026-05-04 10:00:00,2026-04-28 01:00:00,6.4,1.46,1.52,0.06,NA,NA
"Scripps Pier",2026-05-04 10:00:00,2026-04-29 01:00:00,5.4,1.66,1.52,0.14,1.46,0.2
"Scripps Pier",2026-05-04 10:00:00,2026-04-30 03:00:00,4.3,1.61,1.52,0.09,1.66,-0.05
"Scripps Pier",2026-05-04 10:00:00,2026-05-01 01:00:00,3.4,1.53,1.52,0.01,1.61,-0.08
"Scripps Pier",2026-05-04 10:00:00,2026-05-01 08:00:00,3.1,1.52,1.52,0,1.53,-0.01
"Scripps Pier",2026-05-04 11:00:00,2026-04-28 01:00:00,6.4,1.42,1.45,0.03,NA,NA
"Scripps Pier",2026-05-04 11:00:00,2026-04-29 01:00:00,5.4,1.62,1.45,0.17,1.42,0.2
"Scripps Pier",2026-05-04 11:00:00,2026-04-30 03:00:00,4.3,1.65,1.45,0.2,1.62,0.03
"Scripps Pier",2026-05-04 11:00:00,2026-05-01 01:00:00,3.4,1.47,1.45,0.02,1.65,-0.18
"Scripps Pier",2026-05-04 11:00:00,2026-05-01 08:00:00,3.1,1.45,1.45,0,1.47,-0.02
"Scripps Pier",2026-05-04 12:00:00,2026-04-28 01:00:00,6.5,1.44,1.49,0.05,NA,NA
"Scripps Pier",2026-05-04 12:00:00,2026-04-29 01:00:00,5.5,1.61,1.49,0.12,1.44,0.17
"Scripps Pier",2026-05-04 12:00:00,2026-04-30 03:00:00,4.4,1.68,1.49,0.19,1.61,0.07
"Scripps Pier",2026-05-04 12:00:00,2026-05-01 01:00:00,3.5,1.54,1.49,0.05,1.68,-0.14
"Scripps Pier",2026-05-04 12:00:00,2026-05-01 08:00:00,3.2,1.49,1.49,0,1.54,-0.05
"Scripps Pier",2026-05-04 13:00:00,2026-04-28 01:00:00,6.5,1.44,1.64,0.2,NA,NA
"Scripps Pier",2026-05-04 13:00:00,2026-04-29 01:00:00,5.5,1.6,1.64,0.04,1.44,0.16
"Scripps Pier",2026-05-04 13:00:00,2026-04-30 03:00:00,4.4,1.84,1.64,0.2,1.6,0.24
"Scripps Pier",2026-05-04 13:00:00,2026-05-01 01:00:00,3.5,1.63,1.64,0.01,1.84,-0.21
"Scripps Pier",2026-05-04 13:00:00,2026-05-01 08:00:00,3.2,1.64,1.64,0,1.63,0.01
"Scripps Pier",2026-05-04 14:00:00,2026-04-28 01:00:00,6.5,1.48,1.64,0.16,NA,NA
"Scripps Pier",2026-05-04 14:00:00,2026-04-29 01:00:00,5.5,1.6,1.64,0.04,1.48,0.12
"Scripps Pier",2026-05-04 14:00:00,2026-04-30 03:00:00,4.5,1.76,1.64,0.12,1.6,0.16
"Scripps Pier",2026-05-04 14:00:00,2026-05-01 01:00:00,3.5,1.71,1.64,0.07,1.76,-0.05
"Scripps Pier",2026-05-04 14:00:00,2026-05-01 08:00:00,3.3,1.64,1.64,0,1.71,-0.07
"Scripps Pier",2026-05-04 15:00:00,2026-04-28 01:00:00,6.6,1.63,1.78,0.15,NA,NA
"Scripps Pier",2026-05-04 15:00:00,2026-04-29 01:00:00,5.6,1.64,1.78,0.14,1.63,0.01
"Scripps Pier",2026-05-04 15:00:00,2026-04-30 03:00:00,4.5,1.78,1.78,0,1.64,0.14
"Scripps Pier",2026-05-04 15:00:00,2026-05-01 01:00:00,3.6,1.81,1.78,0.03,1.78,0.03
"Scripps Pier",2026-05-04 15:00:00,2026-05-01 08:00:00,3.3,1.78,1.78,0,1.81,-0.03
"Scripps Pier",2026-05-04 16:00:00,2026-04-28 01:00:00,6.6,1.59,1.79,0.2,NA,NA
"Scripps Pier",2026-05-04 16:00:00,2026-04-29 01:00:00,5.6,1.7,1.79,0.09,1.59,0.11
"Scripps Pier",2026-05-04 16:00:00,2026-04-30 03:00:00,4.5,1.75,1.79,0.04,1.7,0.05
"Scripps Pier",2026-05-04 16:00:00,2026-05-01 01:00:00,3.6,1.82,1.79,0.03,1.75,0.07
"Scripps Pier",2026-05-04 16:00:00,2026-05-01 08:00:00,3.3,1.79,1.79,0,1.82,-0.03
"Scripps Pier",2026-05-04 17:00:00,2026-04-28 01:00:00,6.7,1.55,1.75,0.2,NA,NA
"Scripps Pier",2026-05-04 17:00:00,2026-04-29 01:00:00,5.7,1.56,1.75,0.19,1.55,0.01
"Scripps Pier",2026-05-04 17:00:00,2026-04-30 03:00:00,4.6,1.72,1.75,0.03,1.56,0.16
"Scripps Pier",2026-05-04 17:00:00,2026-05-01 01:00:00,3.7,1.74,1.75,0.01,1.72,0.02
"Scripps Pier",2026-05-04 17:00:00,2026-05-01 08:00:00,3.4,1.75,1.75,0,1.74,0.01
"Scripps Pier",2026-05-04 18:00:00,2026-04-28 01:00:00,6.7,1.56,1.69,0.13,NA,NA
"Scripps Pier",2026-05-04 18:00:00,2026-04-29 01:00:00,5.7,1.55,1.69,0.14,1.56,-0.01
"Scripps Pier",2026-05-04 18:00:00,2026-04-30 03:00:00,4.6,1.59,1.69,0.1,1.55,0.04
"Scripps Pier",2026-05-04 18:00:00,2026-05-01 01:00:00,3.7,1.72,1.69,0.03,1.59,0.13
"Scripps Pier",2026-05-04 18:00:00,2026-05-01 08:00:00,3.4,1.69,1.69,0,1.72,-0.03
"Scripps Pier",2026-05-04 19:00:00,2026-04-28 01:00:00,6.8,1.48,1.68,0.2,NA,NA
"Scripps Pier",2026-05-04 19:00:00,2026-04-29 01:00:00,5.8,1.53,1.68,0.15,1.48,0.05
"Scripps Pier",2026-05-04 19:00:00,2026-04-30 03:00:00,4.7,1.46,1.68,0.22,1.53,-0.07
"Scripps Pier",2026-05-04 19:00:00,2026-05-01 01:00:00,3.8,1.75,1.68,0.07,1.46,0.29
"Scripps Pier",2026-05-04 19:00:00,2026-05-01 08:00:00,3.5,1.68,1.68,0,1.75,-0.07
"Scripps Pier",2026-05-04 20:00:00,2026-04-28 01:00:00,6.8,1.47,1.63,0.16,NA,NA
"Scripps Pier",2026-05-04 20:00:00,2026-04-29 01:00:00,5.8,1.53,1.63,0.1,1.47,0.06
"Scripps Pier",2026-05-04 20:00:00,2026-04-30 03:00:00,4.7,1.43,1.63,0.2,1.53,-0.1
"Scripps Pier",2026-05-04 20:00:00,2026-05-01 01:00:00,3.8,1.63,1.63,0,1.43,0.2
"Scripps Pier",2026-05-04 20:00:00,2026-05-01 08:00:00,3.5,1.63,1.63,0,1.63,0
"Scripps Pier",2026-05-04 21:00:00,2026-04-28 01:00:00,6.8,1.3,1.56,0.26,NA,NA
"Scripps Pier",2026-05-04 21:00:00,2026-04-29 01:00:00,5.8,1.42,1.56,0.14,1.3,0.12
"Scripps Pier",2026-05-04 21:00:00,2026-04-30 03:00:00,4.8,1.3,1.56,0.26,1.42,-0.12
"Scripps Pier",2026-05-04 21:00:00,2026-05-01 01:00:00,3.8,1.58,1.56,0.02,1.3,0.28
"Scripps Pier",2026-05-04 21:00:00,2026-05-01 08:00:00,3.5,1.56,1.56,0,1.58,-0.02
"Scripps Pier",2026-05-04 22:00:00,2026-04-28 01:00:00,6.9,1.25,1.57,0.32,NA,NA
"Scripps Pier",2026-05-04 22:00:00,2026-04-29 01:00:00,5.9,1.45,1.57,0.12,1.25,0.2
"Scripps Pier",2026-05-04 22:00:00,2026-04-30 03:00:00,4.8,1.32,1.57,0.25,1.45,-0.13
"Scripps Pier",2026-05-04 22:00:00,2026-05-01 01:00:00,3.9,1.59,1.57,0.02,1.32,0.27
"Scripps Pier",2026-05-04 22:00:00,2026-05-01 08:00:00,3.6,1.57,1.57,0,1.59,-0.02
"Scripps Pier",2026-05-04 23:00:00,2026-04-28 01:00:00,6.9,1.12,1.44,0.32,NA,NA
"Scripps Pier",2026-05-04 23:00:00,2026-04-29 01:00:00,5.9,1.38,1.44,0.06,1.12,0.26
"Scripps Pier",2026-05-04 23:00:00,2026-04-30 03:00:00,4.8,1.37,1.44,0.07,1.38,-0.01
"Scripps Pier",2026-05-04 23:00:00,2026-05-01 01:00:00,3.9,1.44,1.44,0,1.37,0.07
"Scripps Pier",2026-05-04 23:00:00,2026-05-01 08:00:00,3.6,1.44,1.44,0,1.44,0
"Scripps Pier",2026-05-05,2026-04-28 01:00:00,7,1.12,1.4,0.28,NA,NA
"Scripps Pier",2026-05-05,2026-04-29 01:00:00,6,1.39,1.4,0.01,1.12,0.27
"Scripps Pier",2026-05-05,2026-04-30 03:00:00,4.9,1.37,1.4,0.03,1.39,-0.02
"Scripps Pier",2026-05-05,2026-05-01 01:00:00,4,1.4,1.4,0,1.37,0.03
"Scripps Pier",2026-05-05,2026-05-01 08:00:00,3.7,1.4,1.4,0,1.4,0
"Scripps Pier",2026-05-05 01:00:00,2026-04-28 01:00:00,7,1.14,1.44,0.3,NA,NA
"Scripps Pier",2026-05-05 01:00:00,2026-04-29 01:00:00,6,1.34,1.44,0.1,1.14,0.2
"Scripps Pier",2026-05-05 01:00:00,2026-04-30 03:00:00,4.9,1.38,1.44,0.06,1.34,0.04
"Scripps Pier",2026-05-05 01:00:00,2026-05-01 01:00:00,4,1.44,1.44,0,1.38,0.06
"Scripps Pier",2026-05-05 01:00:00,2026-05-01 08:00:00,3.7,1.44,1.44,0,1.44,0
"Scripps Pier",2026-05-05 02:00:00,2026-04-28 01:00:00,7,1.12,1.43,0.31,NA,NA
"Scripps Pier",2026-05-05 02:00:00,2026-04-29 01:00:00,6,1.29,1.43,0.14,1.12,0.17
"Scripps Pier",2026-05-05 02:00:00,2026-04-30 03:00:00,5,1.36,1.43,0.07,1.29,0.07
"Scripps Pier",2026-05-05 02:00:00,2026-05-01 01:00:00,4,1.43,1.43,0,1.36,0.07
"Scripps Pier",2026-05-05 02:00:00,2026-05-01 08:00:00,3.8,1.43,1.43,0,1.43,0
"Scripps Pier",2026-05-05 03:00:00,2026-04-28 01:00:00,7.1,1.18,1.35,0.17,NA,NA
"Scripps Pier",2026-05-05 03:00:00,2026-04-29 01:00:00,6.1,1.27,1.35,0.08,1.18,0.09
"Scripps Pier",2026-05-05 03:00:00,2026-04-30 03:00:00,5,1.44,1.35,0.09,1.27,0.17
"Scripps Pier",2026-05-05 03:00:00,2026-05-01 01:00:00,4.1,1.35,1.35,0,1.44,-0.09
"Scripps Pier",2026-05-05 03:00:00,2026-05-01 08:00:00,3.8,1.35,1.35,0,1.35,0
"Scripps Pier",2026-05-05 04:00:00,2026-04-28 01:00:00,7.1,1.16,1.39,0.23,NA,NA
"Scripps Pier",2026-05-05 04:00:00,2026-04-29 01:00:00,6.1,1.18,1.39,0.21,1.16,0.02
"Scripps Pier",2026-05-05 04:00:00,2026-04-30 03:00:00,5,1.38,1.39,0.01,1.18,0.2
"Scripps Pier",2026-05-05 04:00:00,2026-05-01 01:00:00,4.1,1.43,1.39,0.04,1.38,0.05
"Scripps Pier",2026-05-05 04:00:00,2026-05-01 08:00:00,3.8,1.39,1.39,0,1.43,-0.04
"Scripps Pier",2026-05-05 05:00:00,2026-04-28 01:00:00,7.2,1.19,1.33,0.14,NA,NA
"Scripps Pier",2026-05-05 05:00:00,2026-04-29 01:00:00,6.2,1.19,1.33,0.14,1.19,0
"Scripps Pier",2026-05-05 05:00:00,2026-04-30 03:00:00,5.1,1.36,1.33,0.03,1.19,0.17
"Scripps Pier",2026-05-05 05:00:00,2026-05-01 01:00:00,4.2,1.39,1.33,0.06,1.36,0.03
"Scripps Pier",2026-05-05 05:00:00,2026-05-01 08:00:00,3.9,1.33,1.33,0,1.39,-0.06
"Scripps Pier",2026-05-05 06:00:00,2026-04-28 01:00:00,7.2,1.17,1.41,0.24,NA,NA
"Scripps Pier",2026-05-05 06:00:00,2026-04-29 01:00:00,6.2,1.18,1.41,0.23,1.17,0.01
"Scripps Pier",2026-05-05 06:00:00,2026-04-30 03:00:00,5.1,1.32,1.41,0.09,1.18,0.14
"Scripps Pier",2026-05-05 06:00:00,2026-05-01 01:00:00,4.2,1.43,1.41,0.02,1.32,0.11
"Scripps Pier",2026-05-05 06:00:00,2026-05-01 08:00:00,3.9,1.41,1.41,0,1.43,-0.02
"Scripps Pier",2026-05-05 07:00:00,2026-04-29 01:00:00,6.3,1.32,1.38,0.06,NA,NA
"Scripps Pier",2026-05-05 07:00:00,2026-04-30 03:00:00,5.2,1.35,1.38,0.03,1.32,0.03
"Scripps Pier",2026-05-05 07:00:00,2026-05-01 01:00:00,4.3,1.45,1.38,0.07,1.35,0.1
"Scripps Pier",2026-05-05 07:00:00,2026-05-01 08:00:00,4,1.38,1.38,0,1.45,-0.07
"Scripps Pier",2026-05-05 08:00:00,2026-04-29 01:00:00,6.3,1.38,1.39,0.01,NA,NA
"Scripps Pier",2026-05-05 08:00:00,2026-04-30 03:00:00,5.2,1.33,1.39,0.06,1.38,-0.05
"Scripps Pier",2026-05-05 08:00:00,2026-05-01 01:00:00,4.3,1.38,1.39,0.01,1.33,0.05
"Scripps Pier",2026-05-05 08:00:00,2026-05-01 08:00:00,4,1.39,1.39,0,1.38,0.01
"Scripps Pier",2026-05-05 09:00:00,2026-04-29 01:00:00,6.3,1.42,1.51,0.09,NA,NA
"Scripps Pier",2026-05-05 09:00:00,2026-04-30 03:00:00,5.3,1.27,1.51,0.24,1.42,-0.15
"Scripps Pier",2026-05-05 09:00:00,2026-05-01 01:00:00,4.3,1.4,1.51,0.11,1.27,0.13
"Scripps Pier",2026-05-05 09:00:00,2026-05-01 08:00:00,4,1.51,1.51,0,1.4,0.11
"Scripps Pier",2026-05-05 10:00:00,2026-04-29 01:00:00,6.4,1.51,1.66,0.15,NA,NA
"Scripps Pier",2026-05-05 10:00:00,2026-04-30 03:00:00,5.3,1.27,1.66,0.39,1.51,-0.24
"Scripps Pier",2026-05-05 10:00:00,2026-05-01 01:00:00,4.4,1.6,1.66,0.06,1.27,0.33
"Scripps Pier",2026-05-05 10:00:00,2026-05-01 08:00:00,4.1,1.66,1.66,0,1.6,0.06
"Scripps Pier",2026-05-05 11:00:00,2026-04-29 01:00:00,6.4,1.62,1.68,0.06,NA,NA
"Scripps Pier",2026-05-05 11:00:00,2026-04-30 03:00:00,5.3,1.29,1.68,0.39,1.62,-0.33
"Scripps Pier",2026-05-05 11:00:00,2026-05-01 01:00:00,4.4,1.65,1.68,0.03,1.29,0.36
"Scripps Pier",2026-05-05 11:00:00,2026-05-01 08:00:00,4.1,1.68,1.68,0,1.65,0.03
"Scripps Pier",2026-05-05 12:00:00,2026-04-29 01:00:00,6.5,1.59,1.64,0.05,NA,NA
"Scripps Pier",2026-05-05 12:00:00,2026-04-30 03:00:00,5.4,1.24,1.64,0.4,1.59,-0.35
"Scripps Pier",2026-05-05 12:00:00,2026-05-01 01:00:00,4.5,1.62,1.64,0.02,1.24,0.38
"Scripps Pier",2026-05-05 12:00:00,2026-05-01 08:00:00,4.2,1.64,1.64,0,1.62,0.02
"Scripps Pier",2026-05-05 13:00:00,2026-04-29 01:00:00,6.5,1.57,1.79,0.22,NA,NA
"Scripps Pier",2026-05-05 13:00:00,2026-04-30 03:00:00,5.4,1.23,1.79,0.56,1.57,-0.34
"Scripps Pier",2026-05-05 13:00:00,2026-05-01 01:00:00,4.5,1.74,1.79,0.05,1.23,0.51
"Scripps Pier",2026-05-05 13:00:00,2026-05-01 08:00:00,4.2,1.79,1.79,0,1.74,0.05
"Scripps Pier",2026-05-05 14:00:00,2026-04-29 01:00:00,6.5,1.51,1.92,0.41,NA,NA
"Scripps Pier",2026-05-05 14:00:00,2026-04-30 03:00:00,5.5,1.16,1.92,0.76,1.51,-0.35
"Scripps Pier",2026-05-05 14:00:00,2026-05-01 01:00:00,4.5,1.87,1.92,0.05,1.16,0.71
"Scripps Pier",2026-05-05 14:00:00,2026-05-01 08:00:00,4.3,1.92,1.92,0,1.87,0.05
"Scripps Pier",2026-05-05 15:00:00,2026-04-29 01:00:00,6.6,1.57,2.01,0.44,NA,NA
"Scripps Pier",2026-05-05 15:00:00,2026-04-30 03:00:00,5.5,1.16,2.01,0.85,1.57,-0.41
"Scripps Pier",2026-05-05 15:00:00,2026-05-01 01:00:00,4.6,1.92,2.01,0.09,1.16,0.76
"Scripps Pier",2026-05-05 15:00:00,2026-05-01 08:00:00,4.3,2.01,2.01,0,1.92,0.09
"Scripps Pier",2026-05-05 16:00:00,2026-04-29 01:00:00,6.6,1.45,1.68,0.23,NA,NA
"Scripps Pier",2026-05-05 16:00:00,2026-04-30 03:00:00,5.5,1.05,1.68,0.63,1.45,-0.4
"Scripps Pier",2026-05-05 16:00:00,2026-05-01 01:00:00,4.6,1.68,1.68,0,1.05,0.63
"Scripps Pier",2026-05-05 16:00:00,2026-05-01 08:00:00,4.3,1.68,1.68,0,1.68,0
"Scripps Pier",2026-05-05 17:00:00,2026-04-29 01:00:00,6.7,1.42,1.52,0.1,NA,NA
"Scripps Pier",2026-05-05 17:00:00,2026-04-30 03:00:00,5.6,1.17,1.52,0.35,1.42,-0.25
"Scripps Pier",2026-05-05 17:00:00,2026-05-01 01:00:00,4.7,1.54,1.52,0.02,1.17,0.37
"Scripps Pier",2026-05-05 17:00:00,2026-05-01 08:00:00,4.4,1.52,1.52,0,1.54,-0.02
"Scripps Pier",2026-05-05 18:00:00,2026-04-29 01:00:00,6.7,1.36,1.4,0.04,NA,NA
"Scripps Pier",2026-05-05 18:00:00,2026-04-30 03:00:00,5.6,1.16,1.4,0.24,1.36,-0.2
"Scripps Pier",2026-05-05 18:00:00,2026-05-01 01:00:00,4.7,1.41,1.4,0.01,1.16,0.25
"Scripps Pier",2026-05-05 18:00:00,2026-05-01 08:00:00,4.4,1.4,1.4,0,1.41,-0.01
"Scripps Pier",2026-05-05 19:00:00,2026-04-29 01:00:00,6.8,1.29,1.39,0.1,NA,NA
"Scripps Pier",2026-05-05 19:00:00,2026-04-30 03:00:00,5.7,1.16,1.39,0.23,1.29,-0.13
"Scripps Pier",2026-05-05 19:00:00,2026-05-01 01:00:00,4.8,1.35,1.39,0.04,1.16,0.19
"Scripps Pier",2026-05-05 19:00:00,2026-05-01 08:00:00,4.5,1.39,1.39,0,1.35,0.04
"Scripps Pier",2026-05-05 20:00:00,2026-04-29 01:00:00,6.8,1.24,1.24,0,NA,NA
"Scripps Pier",2026-05-05 20:00:00,2026-04-30 03:00:00,5.7,1.13,1.24,0.11,1.24,-0.11
"Scripps Pier",2026-05-05 20:00:00,2026-05-01 01:00:00,4.8,1.24,1.24,0,1.13,0.11
"Scripps Pier",2026-05-05 20:00:00,2026-05-01 08:00:00,4.5,1.24,1.24,0,1.24,0
"Scripps Pier",2026-05-05 21:00:00,2026-04-29 01:00:00,6.8,1.19,1.23,0.04,NA,NA
"Scripps Pier",2026-05-05 21:00:00,2026-04-30 03:00:00,5.8,1.14,1.23,0.09,1.19,-0.05
"Scripps Pier",2026-05-05 21:00:00,2026-05-01 01:00:00,4.8,1.23,1.23,0,1.14,0.09
"Scripps Pier",2026-05-05 21:00:00,2026-05-01 08:00:00,4.5,1.23,1.23,0,1.23,0
"Scripps Pier",2026-05-05 22:00:00,2026-04-29 01:00:00,6.9,1.16,1.21,0.05,NA,NA
"Scripps Pier",2026-05-05 22:00:00,2026-04-30 03:00:00,5.8,1.07,1.21,0.14,1.16,-0.09
"Scripps Pier",2026-05-05 22:00:00,2026-05-01 01:00:00,4.9,1.25,1.21,0.04,1.07,0.18
"Scripps Pier",2026-05-05 22:00:00,2026-05-01 08:00:00,4.6,1.21,1.21,0,1.25,-0.04
"Scripps Pier",2026-05-05 23:00:00,2026-04-29 01:00:00,6.9,1.08,1.16,0.08,NA,NA
"Scripps Pier",2026-05-05 23:00:00,2026-04-30 03:00:00,5.8,1.03,1.16,0.13,1.08,-0.05
"Scripps Pier",2026-05-05 23:00:00,2026-05-01 01:00:00,4.9,1.19,1.16,0.03,1.03,0.16
"Scripps Pier",2026-05-05 23:00:00,2026-05-01 08:00:00,4.6,1.16,1.16,0,1.19,-0.03
"Scripps Pier",2026-05-06,2026-04-29 01:00:00,7,1,1.18,0.18,NA,NA
"Scripps Pier",2026-05-06,2026-04-30 03:00:00,5.9,1.04,1.18,0.14,1,0.04
"Scripps Pier",2026-05-06,2026-05-01 01:00:00,5,1.19,1.18,0.01,1.04,0.15
"Scripps Pier",2026-05-06,2026-05-01 08:00:00,4.7,1.18,1.18,0,1.19,-0.01
"Scripps Pier",2026-05-06 01:00:00,2026-04-29 01:00:00,7,1,1.17,0.17,NA,NA
"Scripps Pier",2026-05-06 01:00:00,2026-04-30 03:00:00,5.9,1.12,1.17,0.05,1,0.12
"Scripps Pier",2026-05-06 01:00:00,2026-05-01 01:00:00,5,1.19,1.17,0.02,1.12,0.07
"Scripps Pier",2026-05-06 01:00:00,2026-05-01 08:00:00,4.7,1.17,1.17,0,1.19,-0.02
"Scripps Pier",2026-05-06 02:00:00,2026-04-29 01:00:00,7,1.03,1.17,0.14,NA,NA
"Scripps Pier",2026-05-06 02:00:00,2026-04-30 03:00:00,6,1.25,1.17,0.08,1.03,0.22
"Scripps Pier",2026-05-06 02:00:00,2026-05-01 01:00:00,5,1.17,1.17,0,1.25,-0.08
"Scripps Pier",2026-05-06 02:00:00,2026-05-01 08:00:00,4.8,1.17,1.17,0,1.17,0
"Scripps Pier",2026-05-06 03:00:00,2026-04-29 01:00:00,7.1,1.19,1.16,0.03,NA,NA
"Scripps Pier",2026-05-06 03:00:00,2026-04-30 03:00:00,6,1.29,1.16,0.13,1.19,0.1
"Scripps Pier",2026-05-06 03:00:00,2026-05-01 01:00:00,5.1,1.16,1.16,0,1.29,-0.13
"Scripps Pier",2026-05-06 03:00:00,2026-05-01 08:00:00,4.8,1.16,1.16,0,1.16,0
"Scripps Pier",2026-05-06 04:00:00,2026-04-29 01:00:00,7.1,1.24,1.21,0.03,NA,NA
"Scripps Pier",2026-05-06 04:00:00,2026-04-30 03:00:00,6,1.38,1.21,0.17,1.24,0.14
"Scripps Pier",2026-05-06 04:00:00,2026-05-01 01:00:00,5.1,1.19,1.21,0.02,1.38,-0.19
"Scripps Pier",2026-05-06 04:00:00,2026-05-01 08:00:00,4.8,1.21,1.21,0,1.19,0.02
"Scripps Pier",2026-05-06 05:00:00,2026-04-29 01:00:00,7.2,1.25,1.2,0.05,NA,NA
"Scripps Pier",2026-05-06 05:00:00,2026-04-30 03:00:00,6.1,1.49,1.2,0.29,1.25,0.24
"Scripps Pier",2026-05-06 05:00:00,2026-05-01 01:00:00,5.2,1.2,1.2,0,1.49,-0.29
"Scripps Pier",2026-05-06 05:00:00,2026-05-01 08:00:00,4.9,1.2,1.2,0,1.2,0
"Scripps Pier",2026-05-06 06:00:00,2026-04-29 01:00:00,7.2,1.31,1.2,0.11,NA,NA
"Scripps Pier",2026-05-06 06:00:00,2026-04-30 03:00:00,6.1,1.6,1.2,0.4,1.31,0.29
"Scripps Pier",2026-05-06 06:00:00,2026-05-01 01:00:00,5.2,1.2,1.2,0,1.6,-0.4
"Scripps Pier",2026-05-06 06:00:00,2026-05-01 08:00:00,4.9,1.2,1.2,0,1.2,0
"Scripps Pier",2026-05-06 07:00:00,2026-04-30 03:00:00,6.2,1.77,1.39,0.38,NA,NA
